t_mid_s,Time_mid,Session,Band,Region,Entropy,n_ch
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,BetaL,Parietal,0.9700073265678085,9
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,BetaL,Occipital,0.9504000818649811,5
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,BetaH,Frontal,0.986151337661133,11
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,BetaH,Temporal,0.8410104606231552,4
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,BetaH,Central,0.9682243357282255,3
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,BetaH,Parietal,0.9645974389885449,9
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,BetaH,Occipital,0.9503078775383232,5
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,Gamma,Frontal,0.9853038737956379,11
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,Gamma,Temporal,0.9748244322271563,4
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,Gamma,Central,0.9729427313375092,3
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,Gamma,Parietal,0.9874010607650439,9
10.0,2025-10-31 17:27:41.375829935,PLANT_KINGDOM_INDOOR,Gamma,Occipital,0.9823428723684956,5
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Theta,Frontal,0.9887540649228741,11
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Theta,Temporal,0.8837307505803472,4
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Theta,Central,0.9806655171613415,3
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Theta,Parietal,0.9676462843350193,9
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Theta,Occipital,0.9768642946559952,5
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Alpha,Frontal,0.9914366639752494,11
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Alpha,Temporal,0.9381664167864096,4
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Alpha,Central,0.9958831778062793,3
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Alpha,Parietal,0.9608326516661662,9
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Alpha,Occipital,0.9395342670150075,5
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaL,Frontal,0.9881092516092274,11
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaL,Temporal,0.8785896383807044,4
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaL,Central,0.9826796373355347,3
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaL,Parietal,0.972971275397803,9
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaL,Occipital,0.9558258714881297,5
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaH,Frontal,0.9872923177916441,11
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaH,Temporal,0.8663394505053991,4
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaH,Central,0.9680930293222775,3
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaH,Parietal,0.9620734863986321,9
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,BetaH,Occipital,0.9426670341629884,5
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Gamma,Frontal,0.9854155488455175,11
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Gamma,Temporal,0.9766552545443471,4
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Gamma,Central,0.9823088375976053,3
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Gamma,Parietal,0.9847187986846709,9
15.0,2025-10-31 17:27:46.375420094,PLANT_KINGDOM_INDOOR,Gamma,Occipital,0.9826294499595868,5
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Theta,Frontal,0.9850454416464014,11
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Theta,Temporal,0.8761374157739867,4
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Theta,Central,0.9789316335656295,3
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Theta,Parietal,0.9695941910814933,9
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Theta,Occipital,0.9769785401552217,5
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Alpha,Frontal,0.9886509691262019,11
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Alpha,Temporal,0.9214054439536907,4
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Alpha,Central,0.9947732413358598,3
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Alpha,Parietal,0.9438456835491414,9
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Alpha,Occipital,0.9276789008317954,5
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaL,Frontal,0.9884801168958384,11
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaL,Temporal,0.8846150100888853,4
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaL,Central,0.9898331728974249,3
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaL,Parietal,0.9818147640061241,9
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaL,Occipital,0.9611429870869399,5
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaH,Frontal,0.9881565985807834,11
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaH,Temporal,0.9030740608822233,4
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaH,Central,0.9797678217306777,3
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaH,Parietal,0.9708029952328423,9
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,BetaH,Occipital,0.9410919786857339,5
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Gamma,Frontal,0.9860511736918633,11
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Gamma,Temporal,0.9743612771912777,4
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Gamma,Central,0.9870128087773048,3
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Gamma,Parietal,0.9903901366897707,9
20.0,2025-10-31 17:27:51.374910116,PLANT_KINGDOM_INDOOR,Gamma,Occipital,0.9886080421287093,5
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Theta,Frontal,0.9810415740793439,11
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Theta,Temporal,0.8608025846328108,4
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Theta,Central,0.9714835826174725,3
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Theta,Parietal,0.9713024389563966,9
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Theta,Occipital,0.9754558811748477,5
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Alpha,Frontal,0.9865569646321926,11
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Alpha,Temporal,0.8896857189757841,4
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Alpha,Central,0.9889594214513437,3
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Alpha,Parietal,0.9366136524655914,9
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Alpha,Occipital,0.925287009584064,5
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaL,Frontal,0.9871037393623079,11
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaL,Temporal,0.897739511826832,4
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaL,Central,0.9917732264217746,3
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaL,Parietal,0.9747696156696087,9
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaL,Occipital,0.950784620429053,5
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaH,Frontal,0.9867103884009776,11
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaH,Temporal,0.8880136865814559,4
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaH,Central,0.9793775574259094,3
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaH,Parietal,0.9648475810222942,9
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,BetaH,Occipital,0.9343767637577443,5
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Gamma,Frontal,0.992184657223548,11
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Gamma,Temporal,0.9816664609148581,4
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Gamma,Central,0.9779245769122042,3
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Gamma,Parietal,0.9919094222036722,9
25.0,2025-10-31 17:27:56.374510050,PLANT_KINGDOM_INDOOR,Gamma,Occipital,0.9851335243937147,5
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Theta,Frontal,0.9834323927252073,11
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Theta,Temporal,0.8471978905249457,4
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Theta,Central,0.9642680231083078,3
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Theta,Parietal,0.9601598842187224,9
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Theta,Occipital,0.9650928001706611,5
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Alpha,Frontal,0.9857250285871272,11
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Alpha,Temporal,0.858029856631793,4
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Alpha,Central,0.9811042733817483,3
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Alpha,Parietal,0.947079896959533,9
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Alpha,Occipital,0.9300827543981155,5
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaL,Frontal,0.990739069761781,11
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaL,Temporal,0.9212850699720537,4
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaL,Central,0.9903816265685726,3
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaL,Parietal,0.9753958742725555,9
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaL,Occipital,0.9565274718573102,5
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaH,Frontal,0.9894367002804791,11
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaH,Temporal,0.8774647238373171,4
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaH,Central,0.9604022776316159,3
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaH,Parietal,0.9586245129379428,9
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,BetaH,Occipital,0.9353369356560489,5
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Gamma,Frontal,0.9908100581496291,11
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Gamma,Temporal,0.9835780600230647,4
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Gamma,Central,0.9714927474936961,3
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Gamma,Parietal,0.9864843611414204,9
30.0,2025-10-31 17:28:01.374200106,PLANT_KINGDOM_INDOOR,Gamma,Occipital,0.9797903391987219,5
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Theta,Frontal,0.9887540488262507,11
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Theta,Temporal,0.8909449329687036,4
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Theta,Central,0.9789642307824359,3
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Theta,Parietal,0.9680158172390206,9
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Theta,Occipital,0.9696878891730231,5
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Alpha,Frontal,0.9875896256713685,11
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Alpha,Temporal,0.9063115443304446,4
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Alpha,Central,0.9854020553630639,3
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Alpha,Parietal,0.945587989824489,9
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Alpha,Occipital,0.9316289680875267,5
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaL,Frontal,0.9898530600908862,11
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaL,Temporal,0.9050740313451442,4
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaL,Central,0.9679215441123238,3
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaL,Parietal,0.9641643648041244,9
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaL,Occipital,0.9663121708452919,5
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaH,Frontal,0.9891147574445448,11
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaH,Temporal,0.8892730880069388,4
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaH,Central,0.9678356891694919,3
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaH,Parietal,0.9663924884795345,9
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,BetaH,Occipital,0.9474437039307367,5
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Gamma,Frontal,0.9858673109584438,11
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Gamma,Temporal,0.9706992879409452,4
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Gamma,Central,0.9745386632790768,3
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Gamma,Parietal,0.9815569485987039,9
35.0,2025-10-31 17:28:06.373800039,PLANT_KINGDOM_INDOOR,Gamma,Occipital,0.9856617976862371,5
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Theta,Frontal,0.9902255142087973,11
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Theta,Temporal,0.947717838847038,4
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Theta,Central,0.987393560451104,3
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Theta,Parietal,0.979470917436435,9
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Theta,Occipital,0.9835015953206034,5
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Alpha,Frontal,0.9861332507761599,11
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Alpha,Temporal,0.9419876083754571,4
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Alpha,Central,0.9900269111700865,3
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Alpha,Parietal,0.9432971531989501,9
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Alpha,Occipital,0.920083869801767,5
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaL,Frontal,0.9840698637120356,11
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaL,Temporal,0.8728067148251066,4
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaL,Central,0.9622610309785847,3
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaL,Parietal,0.9584807620759217,9
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaL,Occipital,0.9662014737383998,5
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaH,Frontal,0.9884143389802201,11
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaH,Temporal,0.8726359456107533,4
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaH,Central,0.9768481166758255,3
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaH,Parietal,0.9685920062951874,9
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,BetaH,Occipital,0.949729559775757,5
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Gamma,Frontal,0.9807517133720326,11
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Gamma,Temporal,0.9578253737256529,4
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Gamma,Central,0.9723142283705932,3
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Gamma,Parietal,0.9818930685996858,9
40.0,2025-10-31 17:28:11.373589993,PLANT_KINGDOM_INDOOR,Gamma,Occipital,0.9830820412312549,5
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Theta,Frontal,0.9896186789966549,11
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Theta,Temporal,0.8836969698264662,4
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Theta,Central,0.9800115111377239,3
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Theta,Parietal,0.9673812264409345,9
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Theta,Occipital,0.9850445505511722,5
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Alpha,Frontal,0.9897673138201419,11
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Alpha,Temporal,0.9322930148938914,4
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Alpha,Central,0.9947272338660189,3
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Alpha,Parietal,0.9492757478873666,9
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Alpha,Occipital,0.9144347125900685,5
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaL,Frontal,0.9867172653136784,11
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaL,Temporal,0.9124832686764918,4
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaL,Central,0.9754712656641275,3
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaL,Parietal,0.9750680889980519,9
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaL,Occipital,0.9674752954711419,5
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaH,Frontal,0.9903627333937325,11
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaH,Temporal,0.8892714221011642,4
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaH,Central,0.9676163369948415,3
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaH,Parietal,0.9674939830666146,9
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,BetaH,Occipital,0.9445651749036056,5
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Gamma,Frontal,0.9831207309564557,11
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Gamma,Temporal,0.9523355614021857,4
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Gamma,Central,0.96904962389,3
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Gamma,Parietal,0.985831420877799,9
45.0,2025-10-31 17:28:16.372889996,PLANT_KINGDOM_INDOOR,Gamma,Occipital,0.981273474732877,5
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Theta,Frontal,0.9884616084240104,11
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Theta,Temporal,0.8842996149908782,4
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Theta,Central,0.9908084417658721,3
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Theta,Parietal,0.9748993786670104,9
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Theta,Occipital,0.9721266663534988,5
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Alpha,Frontal,0.9898468482962282,11
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Alpha,Temporal,0.9222386604247207,4
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Alpha,Central,0.9939165909909133,3
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Alpha,Parietal,0.9554968521944451,9
50.0,2025-10-31 17:28:21.372580051,PLANT_KINGDOM_INDOOR,Alpha,Occipital,0.9135382974127519,5
